yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d_y,e_p,d_e,b_m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
200406,1140.84,18.602,56.15,0.019488,0.018019,0.0601,0.0678,0.0532,0.0121,0.0093,0.0127,0.0008,0.016306,0.016599,0.049218,0.331291,0.279632,0.0405,0.0077,-0.0028,0.003173,,0.014491,0.000771,,,,,6.833077,0.003478,10.6631,,-1.875967,,,0.066196,-0.074687,,,0.169889,-0.00785,0.010542,0.4083,0.174388,0.971854,0.890173,-3.057709,0.026512,0.017639,,,1.055849,,0.276379,1.431289,3.553241
200407,1101.72,18.789,56.69,-0.032954,-0.034111,0.0582,0.0662,0.0523,0.0155,0.0184,0.0133,0.001,0.017054,0.016469,0.051456,0.331434,0.287788,0.039,0.008,0.0029,-0.001581,,0.014721,0.000777,,,,,7.298367,0.003435,10.0533,,-1.955118,,,0.072187,0.184182,,,0.21377,0.008288,0.022846,0.432341,0.187447,0.944309,0.864943,-3.011047,0.032372,0.019466,,,0.787103,,0.242845,1.427799,3.431836
200408,1104.24,18.976,57.23,0.003807,0.002019,0.0565,0.0646,0.0493,0.0395,0.0395,0.0148,0.0011,0.017185,0.017224,0.051828,0.331574,0.286821,0.0345,0.0081,0,0.000528,,0.014279,0.001443,,,,,9.262615,0.002459,10.4318,,-1.927723,,,0.071686,-0.034081,,,0.346013,-0.031687,-0.01383,0.426898,0.205014,0.947495,0.867861,-3.001744,0.020984,0.020537,,,0.232211,,0.273515,1.449594,3.249254
200409,1114.58,19.163,57.77,0.010817,0.009347,0.0546,0.0627,0.0488,0.0096,0.0101,0.0165,0.0011,0.017193,0.017354,0.051831,0.331712,0.289485,0.0323,0.0081,0.0005,0.002111,,0.009132,0.000706,,,,,5.377908,0.003633,9.0262,,-1.882949,,,0.071458,0.173573,,,0.351321,-0.008933,0.00408,0.428928,0.222221,0.938774,0.859873,-3.000233,0.021112,0.015007,,,-0.03932,,0.262615,1.418567,3.227389
200410,1130.2,19.256,58.03,0.014973,0.013699,0.0547,0.0621,0.0478,0.0154,0.0164,0.0176,0.0011,0.017038,0.017276,0.051345,0.331828,0.29101,0.0302,0.0074,0.001,0.005266,,0.007429,0.00123,,,,,10.323262,0.003344,14.1218,,-1.893309,,,0.07897,0.044794,,,0.167978,-0.033386,0.043315,0.437264,0.232495,0.933856,0.855369,-3.009372,0.022097,0.023747,,,0.512193,,0.298204,1.395847,3.193821
200411,1173.82,19.349,58.29,0.040559,0.035572,0.0552,0.062,0.0502,-0.0234,-0.02,0.0207,0.0015,0.016484,0.01712,0.049658,0.331944,0.279832,0.0295,0.0068,0.0034,0.000524,,0.012177,0.000857,,,,,4.53599,0.003858,6.6873,,-1.849584,,,0.080077,-0.050599,,,0.202834,0.002663,0.026847,0.462109,0.239801,0.97116,0.889537,-3.043634,0.02475,0.015786,,,1.055849,,0.258546,1.293253,3.333961
200412,1211.92,19.442,58.55,0.033734,0.032086,0.0547,0.0615,0.0484,0.025,0.0257,0.0219,0.0016,0.016042,0.016563,0.048312,0.332058,0.270619,0.0265,0.0068,0.0007,-0.003665,,0.013002,0.000728,,,,,5.005804,0.003005,8.9618,,-1.810449,,,0.086513,-0.117982,,,0.210565,-0.014116,0.041348,0.444661,0.225883,0.99341,0.919818,-3.07151,0.019962,0.015169,,,1.055849,,0.257246,1.216556,3.294101
200501,1181.27,19.703,59.1067,-0.023824,-0.024749,0.0536,0.0602,0.0465,0.03,0.0277,0.0233,0.0016,0.01668,0.016258,0.050037,0.333346,0.27818,0.0232,0.0066,-0.0023,0.002102,,0.013545,0.000821,,,,,3.189023,0.003218,5.7193,,-1.938144,,,0.088698,0.112777,,,0.270116,-0.022899,0.040763,0.419854,0.238325,0.96641,0.894819,-3.036336,0.023386,0.01374,,,1.055849,,0.253469,1.221194,3.290524
200502,1203.6,19.964,59.6633,0.021152,0.019015,0.052,0.0582,0.0479,-0.0128,-0.0112,0.0254,0.0016,0.016587,0.0169,0.049571,0.334611,0.271041,0.0225,0.0062,0.0016,0.005768,,0.011758,0.000834,,,,,2.515531,0.003051,7.5783,,-1.858649,,,0.094562,0.072539,,,0.161742,-0.004955,0.032958,0.418214,0.243567,0.991864,0.918387,-3.045209,0.024969,0.01419,,,1.055849,,0.254206,1.342183,3.203083
200503,1180.59,20.225,60.22,-0.01724,-0.018729,0.054,0.0606,0.0488,-0.0072,-0.0125,0.0274,0.0021,0.017131,0.016804,0.051008,0.335852,0.319857,0.0214,0.0066,-0.0053,0.007821,,0.009097,0.00086,,,,,6.571886,0.004343,8.7577,,-1.854882,,,0.091821,0.068792,,,0.314534,-0.045506,0.071041,0.454307,0.257645,0.960076,0.895997,-3.019782,0.019437,0.016893,,,1.055849,,0.263572,1.389179,3.229015
200504,1156.85,20.4583,61.2333,-0.018926,-0.020076,0.0533,0.0605,0.0461,0.0373,0.0327,0.0278,0.0021,0.017685,0.017329,0.052931,0.334105,0.329624,0.0183,0.0072,-0.0046,0.006725,,0.007936,0.001826,,,,,4.932277,0.004134,7.8733,,-2.014705,,,0.09257,-0.110468,,,0.305761,-0.032636,0.034704,0.445444,0.254298,0.931627,0.869447,-2.981249,0.023166,0.02055,,,0.009814,,0.306976,1.452542,3.215606
200505,1191.5,20.6917,62.2467,0.031994,0.030156,0.0515,0.0601,0.044,0.0297,0.0295,0.0284,0.0024,0.017366,0.017886,0.052242,0.332414,0.320966,0.0156,0.0086,-0.0002,-0.001028,,0.004777,0.000859,,,,,5.238642,0.003763,6.82,,-1.852807,,,0.092185,0.058537,,,0.528337,0.035483,0.015521,0.43834,0.248547,0.95676,0.892903,-2.992429,0.022513,0.014832,,,0.006509,,0.312902,1.567816,3.375148
200506,1191.33,20.925,63.26,0.001717,0.000139,0.0496,0.0586,0.0429,0.0167,0.0141,0.0297,0.0023,0.017564,0.017562,0.0531,0.330778,0.326979,0.0132,0.009,-0.0026,0.000514,,0.005366,0.000542,,,,,3.004058,0.00474,5.9874,,-1.799008,,,0.095234,0.087366,,,0.402879,0.048276,0.003418,0.439112,0.249777,0.939164,0.876481,-2.974793,0.022086,0.012369,,,-0.793311,,0.300176,1.521649,3.374221
200507,1234.18,21.107,64.33,0.037364,0.036163,0.0506,0.0595,0.0456,-0.0288,-0.0244,0.0322,0.0024,0.017102,0.017717,0.052124,0.328105,0.315734,0.0134,0.0089,0.0044,0.004627,,0.00448,0.00065,,,,,2.759788,0.003923,5.2186,,-1.910596,,,0.09074,0.072047,,,0.33558,-0.011778,0.037996,0.445183,0.225138,0.972612,0.907697,-2.995086,0.02222,0.011945,,,-0.258095,,0.235282,1.526802,3.443621
200508,1220.33,21.289,65.4,-0.009159,-0.011265,0.0509,0.0596,0.0432,0.0333,0.0233,0.0344,0.003,0.017445,0.01725,0.053592,0.32552,0.320533,0.0088,0.0087,-0.01,0.005118,,0.005405,0.000697,,,,,2.343653,0.005268,6.5591,,-1.851275,,,0.092717,0.130456,,,0.307418,0.016802,0.051039,0.448245,0.227136,0.958051,0.894107,-2.968072,0.016597,0.013536,,,-0.519085,,0.222301,1.524709,3.36837
200509,1228.81,21.471,66.47,0.008067,0.006916,0.0513,0.0603,0.0464,-0.0338,-0.031,0.0342,0.0029,0.017473,0.017594,0.054093,0.323018,0.317892,0.0122,0.009,0.0028,0.01222,,0.006716,0.00066,,,,,2.404744,0.004287,5.3559,,-1.864287,,,0.071851,-0.035262,,,0.337491,-0.002311,0.077542,0.431352,0.229504,0.966012,0.901537,-2.958193,0.019138,0.011892,,,-0.012711,,0.224189,1.541248,3.335754
200510,1207.01,21.7193,67.59,-0.015672,-0.016697,0.0535,0.063,0.0484,-0.0196,-0.0204,0.0371,0.0027,0.017994,0.017675,0.055998,0.321339,0.321808,0.0113,0.0095,-0.0008,0.002012,,0.005749,0.001818,,,,,6.652069,0.004721,7.0583,,-1.978387,,,0.0827,-0.096813,,,0.457344,0.011808,0.114842,0.430949,0.226184,0.954255,0.890565,-2.926075,0.018381,0.019249,,,-0.519085,,0.272205,1.639819,3.393502
200511,1249.48,21.9677,68.71,0.038289,0.035675,0.0542,0.0639,0.0481,0.0076,0.0099,0.0388,0.0031,0.017581,0.0182,0.054991,0.319716,0.310914,0.0093,0.0097,0.0023,-0.008032,,0.005768,0.00054,,,,,3.097908,0.005579,6.8256,,-1.798398,,,0.092339,-0.041304,,,0.485225,0.059387,-0.004435,0.448287,0.248906,0.98769,0.921768,-2.944988,0.019628,0.013262,,,0.250551,,0.249433,1.597816,3.48556
200512,1248.29,22.216,69.83,-0.00006,-0.001396,0.0537,0.0632,0.0461,0.0267,0.0225,0.0389,0.0032,0.017797,0.01778,0.055941,0.318144,0.313478,0.0072,0.0095,-0.0042,-0.004049,,0.003059,0.000433,,,,,3.475762,0.004683,7.1476,,-1.816546,,,0.095862,0.065062,,,0.515877,0.033755,0.037942,0.458883,0.243816,0.979613,0.91423,-2.927196,0.014692,0.011822,,,-0.519085,,0.241339,1.539799,3.473042
200601,1280.08,22.4053,70.7767,0.026442,0.025424,0.0529,0.0624,0.0474,-0.0118,-0.0093,0.0424,0.0035,0.017503,0.017949,0.055291,0.316564,0.309226,0.005,0.0095,0.0025,0.007622,,-0.000446,0.000975,,,,,3.666092,0.004767,6.9877,,-1.948347,,,0.09615,0.111366,,,0.401535,-0.003326,0.016363,0.407135,0.247528,0.983829,0.9268,-2.9384,0.030765,0.014793,,,0.250551,,0.191314,1.583218,3.491813
200602,1280.66,22.5947,71.7233,0.002425,0.000167,0.0535,0.0627,0.0457,0.0238,0.0128,0.0443,0.0034,0.017643,0.017651,0.056005,0.315025,0.30561,0.0014,0.0092,-0.011,0.002017,,0.002038,0.000649,,,,,3.306879,0.005869,7.2603,,-1.889509,,,0.09529,-0.095638,,,0.426605,0.030116,0.037356,0.428175,0.245753,0.987092,0.937766,-2.927001,0.018405,0.013997,,,1.055849,,0.21727,1.55964,3.395014
200603,1294.87,22.784,72.67,0.012909,0.011511,0.0553,0.0641,0.0507,-0.0539,-0.0404,0.0451,0.0037,0.017596,0.017791,0.056121,0.313527,0.316009,0.0056,0.0088,0.0135,0.005536,,0.002152,0.000545,,,,,1.92438,0.004802,5.1758,,-1.883449,,,0.096273,0.079518,,,0.309983,0.057133,0.030216,0.427445,0.241632,0.981612,0.947653,-2.926357,0.022722,0.012747,,,1.055849,,0.218255,1.619118,3.420949
200604,1310.61,23.0017,73.2767,0.012064,0.01085,0.0584,0.0668,0.0532,-0.0247,-0.0224,0.046,0.0036,0.01755,0.017764,0.05591,0.313902,0.308842,0.0072,0.0084,0.0023,0.008509,,-0.003473,0.0006,,,,,0.510575,0.004926,3.9782,,-2.018447,,,0.097951,0.083774,,,0.43326,0.027401,0.074405,0.429547,0.251992,0.99865,0.969646,-2.932701,0.022762,0.012121,,,1.055849,,0.194308,1.626896,3.360193
200605,1270.09,23.2193,73.8833,-0.028319,-0.030519,0.0595,0.0675,0.0535,0.001,-0.002,0.0472,0.0043,0.018282,0.017716,0.058172,0.31427,0.31434,0.0063,0.008,-0.003,0.004963,,-0.002657,0.001355,,,,,7.702732,0.007451,10.6306,,-2.094577,,,0.096928,-0.005292,,,0.413109,0.002775,-0.015183,0.421918,0.239577,0.959258,0.952685,-2.894193,0.023759,0.022797,,,1.055849,,0.236424,1.735857,3.472674
200606,1270.2,23.437,74.49,0.001587,0.000348,0.0589,0.0678,0.0531,0.0092,0.0039,0.0479,0.004,0.018451,0.018453,0.058644,0.314633,0.31485,0.0052,0.0089,-0.0053,0.001975,,-0.002195,0.002103,,,,,3.927803,0.005634,0.0714,,-2.03416,,,0.09902,0.035284,,,0.515281,0.024449,0.094178,0.409539,0.165608,0.957705,0.951142,-2.886102,0.019699,0.015388,,,1.055849,,0.318922,1.938427,3.584823
200607,1276.66,23.6567,75.85,0.005571,0.00451,0.0585,0.0676,0.0518,0.0199,0.0237,0.0495,0.004,0.01853,0.018624,0.059413,0.311887,0.313852,0.0023,0.0091,0.0038,0.002957,,-0.002363,0.001452,,,,,6.784281,0.005945,8.5007,,-2.204487,,,0.0971,0.008385,,,0.566651,0.009506,0.068362,0.424994,0.170432,0.96075,0.954167,-2.872892,0.026224,0.019782,,,0.500957,,0.348355,1.518084,3.385648
200608,1303.82,23.8763,77.21,0.02415,0.021679,0.0568,0.0659,0.0496,0.0299,0.0361,0.0496,0.0042,0.018313,0.018702,0.059218,0.309239,0.308462,0,0.0091,0.0062,0.001966,,-0.008474,0.000469,,,,,4.392976,0.006742,4.0997,,-1.961568,,,0.100168,-0.056062,,,0.533634,-0.021425,0.057293,0.435327,0.167732,0.977539,0.970841,-2.874171,0.018443,0.012697,,,1.055849,,0.306255,1.67787,3.377594
200609,1335.85,24.096,78.57,0.026487,0.025296,0.0551,0.0643,0.0484,0.017,0.0183,0.0481,0.0041,0.018038,0.018481,0.058816,0.306682,0.300593,0.0003,0.0092,0.0013,-0.004904,,-0.009493,0.000513,,,,,3.342976,0.005237,6.9885,,-1.933891,,,0.097096,-0.10628,,,0.59827,0.099427,0.004045,0.413434,0.180658,0.996639,0.996254,-2.879453,0.014326,0.012425,,,1.055849,,0.222101,1.720941,3.272154
200610,1377.94,24.3587,79.55,0.032527,0.03142,0.0551,0.0642,0.0481,0.0077,0.0127,0.0492,0.0041,0.017678,0.018235,0.057731,0.306206,0.290599,-0.0011,0.0091,0.005,-0.005421,,-0.008935,0.000451,,,,,1.557429,0.005106,5.4026,,-1.868496,,,0.094816,-0.066455,,,0.595434,0.020348,0.033665,0.431554,0.162428,0.993182,0.993182,-2.898175,0.019967,0.010462,,,1.055849,,0.14128,1.704744,3.307268
200611,1400.63,24.6213,80.53,0.018385,0.015887,0.0533,0.062,0.0467,0.0207,0.0246,0.0494,0.0042,0.017579,0.017868,0.057496,0.305741,0.287242,-0.0027,0.0087,0.0039,-0.001487,,-0.015111,0.000592,,,,,-0.225144,0.006304,4.3349,,-1.909732,,,0.093297,0.072377,,,0.49818,0.045977,0.032184,0.452611,0.171493,0.990227,0.990227,-2.901021,0.018918,0.010409,,,1.055849,,0.166567,1.560787,3.385662
200612,1418.3,24.884,81.51,0.013768,0.012294,0.0532,0.0622,0.0491,-0.0236,-0.0232,0.0485,0.004,0.017545,0.017766,0.05747,0.305288,0.281682,0.0006,0.009,0.0004,0.001489,,-0.015037,0.000358,,,,,3.177323,0.005268,6.9593,,-1.833495,,,0.102252,-0.033667,,,0.517337,0.032655,0.0315,0.447606,0.174192,0.99621,0.99621,-2.901079,0.018646,0.011479,,,1.055849,,0.164712,1.628735,3.518923
200701,1438.24,25.0873,82.0567,0.015313,0.014345,0.054,0.0634,0.0502,-0.0102,-0.0051,0.0498,0.0044,0.017443,0.017688,0.057054,0.305732,0.278144,0.0004,0.0094,0.0051,0.003053,,-0.013987,0.00045,,,,,0.216578,0.005026,3.8813,,-1.911507,,,0.097427,-0.044043,,,0.684438,0.033459,0.040021,0.422139,0.193452,0.999994,0.999994,-2.910267,0.017027,0.009429,,,1.055849,,0.177001,1.930613,3.66103
200702,1406.82,25.2907,82.6033,-0.019288,-0.021598,0.0539,0.0628,0.0477,0.0335,0.0287,0.0503,0.0038,0.017977,0.017584,0.058716,0.30617,0.286148,-0.0026,0.0089,-0.0048,0.00535,,-0.015141,0.001477,,,,,2.36384,0.007041,12.8325,,-1.906729,,,0.105785,0.062059,,,0.679267,0.009051,-0.228505,0.433043,0.19491,0.959488,0.959488,-2.881157,0.018973,0.023341,,,1.055849,,0.27323,2.012547,3.391588
200703,1420.86,25.494,83.15,0.010894,0.009679,0.053,0.0627,0.0493,-0.0145,-0.0231,0.0494,0.0043,0.017943,0.018122,0.058521,0.306603,0.26905,-0.0001,0.0097,-0.0086,0.009106,,-0.012486,0.001588,,,,,4.416194,0.005812,0.6281,,-2.014213,,,0.106322,0.067336,,,0.693978,0.030442,0.003787,0.444805,0.186642,0.966192,0.966192,-2.882962,0.017715,0.0187,,,1.055849,,0.359868,2.164604,3.325085
200704,1482.37,25.7193,83.7402,0.043991,0.042857,0.0547,0.0639,0.0489,0.0085,0.014,0.0487,0.0044,0.01735,0.018101,0.056491,0.307132,0.254456,0.0002,0.0092,0.0055,0.006496,,-0.008912,0.000582,,,,,7.065283,0.005615,12.0013,,-1.875501,,,0.111778,-0.002426,,,0.697995,0.039868,0.05172,0.45051,0.189091,0.995577,0.995577,-2.919511,0.02019,0.018393,,,1.055849,,0.377942,2.174954,3.454824
200705,1530.62,25.9447,84.3305,0.034459,0.032154,0.0547,0.0639,0.051,-0.02,-0.0178,0.0473,0.0041,0.01695,0.017502,0.055096,0.307655,0.243911,0.0037,0.0092,0.0022,0.006111,,-0.010283,0.000697,,,,,4.4031,0.006763,7.8009,,-1.947584,,,0.111088,-0.026756,,,0.595893,0.012245,0.022317,0.445016,0.209724,0.999601,0.999601,-2.945091,0.020365,0.014478,,,1.055849,,0.30835,2.335127,3.44241
200706,1503.35,26.17,84.9207,-0.01662,-0.017828,0.0579,0.067,0.0521,-0.0091,-0.0148,0.0461,0.004,0.017408,0.017098,0.056488,0.30817,0.247896,0.006,0.0091,-0.0057,0.001938,,-0.011064,0.001472,,,,,5.929673,0.006273,10.636,,-2.067563,,,0.110137,0.10075,,,0.556927,0.016352,0.022668,0.425498,0.179117,0.980426,0.980426,-2.923475,0.02069,0.022814,,,1.055849,,0.302283,2.49843,3.37867
200707,1455.27,26.4393,82.8141,-0.031197,-0.032283,0.0573,0.0665,0.0501,0.0284,-0.0032,0.0482,0.004,0.018168,0.017587,0.056906,0.319261,0.251585,0.0019,0.0092,-0.0316,-0.000254,,-0.015262,0.002426,,,,,18.148926,0.009543,28.7886,,-2.157448,,,0.107348,0.109692,,,0.547138,0.035551,-0.017435,0.429895,0.190938,0.943686,0.943686,-2.915139,0.027659,0.050517,,,0.810466,,0.388405,2.547959,3.567171
200708,1473.99,26.7087,80.7074,0.015094,0.012859,0.0579,0.0665,0.0487,0.0199,0.0152,0.042,0.0042,0.01812,0.018353,0.054754,0.330932,0.24884,0.0067,0.0086,-0.0047,-0.001834,,-0.012198,0.005134,,,,,17.80106,0.008483,-1.5016,,-2.555813,,,0.108091,-0.053964,,,0.536205,0.038389,0.021382,0.389492,0.196945,0.954096,0.954096,-2.95054,0.029138,0.047264,,,1.055849,,0.463602,2.674143,3.404076
200709,1526.75,26.978,78.6007,0.037468,0.035923,0.0574,0.0659,0.0489,0.0012,0.0135,0.0389,0.0032,0.01767,0.018303,0.051482,0.343228,0.239207,0.01,0.0085,0.0123,0.002756,,-0.013015,0.001868,,,,,13.575129,0.006829,11.9168,,-2.213898,,,0.109319,0.103541,,,0.396084,0.008501,0.06405,0.408823,0.204808,0.992516,0.992516,-3.010724,0.022383,0.028545,,,1.055849,,0.465329,2.581119,3.662644
200710,1549.38,27.2293,74.4607,0.01736,0.016292,0.0566,0.0648,0.048,0.0155,0.0088,0.039,0.0032,0.017574,0.017835,0.048058,0.365687,0.238617,0.009,0.0082,-0.0067,0.002139,,-0.017955,0.001683,,,,,10.142141,0.008104,11.6295,,-2.058055,,,0.105181,0.153356,,,0.356961,0.025009,-0.007039,0.439983,0.219804,0.983443,0.983443,-3.079642,0.033012,0.029594,,,1.055849,,0.417189,2.522223,3.716285
200711,1481.14,27.4807,70.3207,-0.041382,-0.043582,0.0544,0.064,0.0445,0.0468,0.0079,0.0327,0.0034,0.018554,0.017737,0.047477,0.39079,0.24858,0.0118,0.0096,-0.0389,0.00594,,-0.025159,0.005637,,,,,14.959748,0.007868,2.8071,,-2.505872,,,0.109589,-0.059048,,,0.434537,0.003906,0.029188,0.43672,0.217338,0.944028,0.944028,-3.088162,0.027255,0.046862,,,0.787103,,0.408765,2.526956,3.814775
200712,1468.36,27.732,66.1807,-0.006116,-0.007903,0.0549,0.0665,0.045,-0.0029,0.0028,0.03,0.0027,0.018886,0.018723,0.045071,0.419034,0.250583,0.015,0.0116,0.0057,-0.000671,,-0.040637,0.002345,,,,,25.319271,0.007704,18.1362,,-2.358381,,,0.108972,0.082957,,,0.619515,0.080578,-0.033481,0.438335,0.214849,0.936481,0.936481,-3.139694,0.020053,0.042799,,,-0.561164,,0.403755,2.566972,3.760651
200801,1378.55,27.922,64.2507,-0.061166,-0.062332,0.0533,0.0654,0.0436,0.0213,0.0017,0.0275,0.0021,0.020255,0.019016,0.046607,0.434579,0.262754,0.0161,0.0121,-0.0196,0.004971,,-0.043178,0.004832,,,,,5.735699,0.008791,-24.1685,,-2.457629,,,0.106531,-0.044607,,,0.532483,0.043333,0.0616,0.398438,0.22535,0.893101,0.893101,-3.102712,0.03266,0.062595,,,-2.68188,,0.394399,2.622098,3.728843
200802,1330.63,28.112,62.3207,-0.031419,-0.033693,0.0553,0.0682,0.0438,0.0018,-0.0071,0.0212,0.0013,0.021127,0.020392,0.046836,0.451086,0.270979,0.0226,0.0129,-0.0089,0.002904,,-0.049607,0.003226,,,,,27.95594,0.007997,26.232,,-2.367352,,,0.101673,0.110287,,,0.499264,0.029039,-0.068127,0.421695,0.222664,0.865993,0.865993,-3.097831,0.03421,0.061118,,,-2.68188,,0.352288,2.519662,3.856882
200803,1322.7,28.302,60.3907,-0.0034,-0.005054,0.0551,0.0689,0.0432,0.0106,-0.0059,0.0126,0.0017,0.021397,0.02127,0.045657,0.468648,0.254058,0.0306,0.0138,-0.0165,0.008668,,-0.05183,0.006338,,,,,27.432327,0.007108,3.2104,,-2.389392,,,0.097287,-0.002358,,,0.548525,0.04959,0.07998,0.45323,0.223778,0.865746,0.865746,-3.121093,0.027923,0.058141,,,-2.68188,,0.389729,2.605353,4.221584
200804,1385.59,28.4387,57.3838,0.048629,0.04749,0.0555,0.0697,0.0458,-0.0288,0.0091,0.0129,0.0018,0.020525,0.0215,0.041415,0.495587,0.243015,0.0329,0.0142,0.0379,0.006065,,-0.048844,0.002904,,,,,15.547883,0.0068,13.4642,,-2.121308,,,0.089224,0.119756,,,0.331195,0.010287,0.042132,0.45083,0.242314,0.905087,0.905087,-3.220258,0.035413,0.037671,,,-2.68188,,0.390858,2.515218,4.317626
200805,1400.38,28.5753,54.3769,0.012986,0.010708,0.0557,0.0693,0.0475,-0.0164,-0.0277,0.0173,0.0018,0.020405,0.020623,0.03883,0.525505,0.246511,0.0302,0.0136,-0.0113,0.008421,,-0.045461,0.001641,,,,,12.202509,0.004524,13.2069,,-2.033883,,,0.081851,0.120053,,,0.334366,0.010878,0.048537,0.443233,0.252335,0.892251,0.892251,-3.286625,0.025397,0.027413,,,-2.68188,,0.357037,2.417782,4.280037
200806,1280,28.712,51.37,-0.082842,-0.084569,0.0568,0.0707,0.046,0.022,-0.0061,0.0186,0.0017,0.022431,0.020503,0.040133,0.558925,0.274491,0.0274,0.0139,-0.0281,0.010077,,-0.047377,0.003425,,,,,24.663998,0.006665,24.1558,,-2.071483,,,0.078066,0.099018,,,0.268127,0.013804,0.016754,0.430387,0.28458,0.801298,0.801298,-3.255743,0.04268,0.050685,,,-2.68188,,0.298419,2.472448,4.672302
200807,1267.38,28.7593,49.5633,-0.007306,-0.008738,0.0567,0.0716,0.0465,-0.0025,-0.0109,0.0163,0.0015,0.022692,0.022468,0.039107,0.580254,0.273816,0.0302,0.0149,-0.0084,0.005251,,-0.046932,0.004466,,,,,18.047714,0.007227,2.866,,-2.183946,,,0.072342,-0.112818,,,0.169295,-0.013604,0.062834,0.43412,0.27102,0.803276,0.803276,-3.280773,0.045574,0.044745,,,-2.68188,,0.271915,2.653673,3.965271
200808,1282.83,28.8067,47.7567,0.014955,0.012682,0.0564,0.0715,0.0449,0.0242,0.0121,0.0172,0.0013,0.022456,0.022729,0.037228,0.603197,0.269889,0.0277,0.0151,-0.0121,-0.003992,,-0.046333,0.003448,,,,,17.212015,0.005672,15.7629,,-2.19978,,,0.055251,-0.069421,,,0.090769,-0.012772,0.033277,0.451166,0.29522,0.814962,0.814962,-3.328868,0.040417,0.036772,,,-2.68188,,0.301374,2.451256,4.267466
200809,1166.36,28.854,45.95,-0.085467,-0.087287,0.0565,0.0731,0.0443,0.0112,-0.0863,0.0113,0.0015,0.024739,0.022492,0.039396,0.627943,0.287124,0.033,0.0166,-0.0975,-0.001383,,-0.048923,0.023775,,,,,29.373299,0.013282,-9.4708,,-2.321456,,,0.009236,-0.128516,,,0.081115,-0.003492,-0.046231,0.432459,0.295841,0.766044,0.766044,-3.270325,0.051369,0.148673,,,-2.68188,,0.46148,2.264459,3.702697
200810,968.75,28.6983,35.5933,-0.16698,-0.168455,0.0628,0.0888,0.0478,-0.0383,-0.045,0.0067,0.0008,0.029624,0.024605,0.036742,0.806284,0.334099,0.0411,0.026,-0.0067,-0.010101,,-0.055954,0.058089,,,,,63.150711,0.024406,-218.5638,,-2.646921,,,0.01808,-0.323734,,,0.076531,-0.06962,0.158765,0.402174,0.299454,0.679317,0.658335,-3.34124,0.048656,0.283216,,,-2.68188,,0.616792,1.78625,3.532017
200811,896.24,28.5427,25.2367,-0.073512,-0.076514,0.0612,0.0921,0.0372,0.1443,0.1174,0.0019,0.0003,0.031847,0.029463,0.028158,1.131,0.352867,0.0353,0.0309,-0.0269,-0.019153,,-0.05278,0.036257,,,,,99.205353,0.021804,8.306,,-2.510216,,,0.003747,-0.18928,,,0.08364,-0.078632,0.115169,0.426297,0.316856,0.643186,0.62332,-3.604602,0.054614,0.262477,,,-2.68188,,0.647684,1.4707,3.360168
200812,903.25,28.387,14.88,0.011995,0.009229,0.0505,0.0843,0.0303,0.0967,0.156,0.0003,0,0.031428,0.031673,0.016474,1.907728,0.354984,0.03,0.0338,0.0593,-0.010342,,-0.024498,0.02009,,,,,84.764015,0.015547,-11.3457,,-2.138056,,,-0.026069,-0.289078,,,0.106929,-0.088068,-0.036853,0.435001,0.362684,0.672098,0.619603,-4.129893,0.046352,0.12869,,,-2.68188,,0.652041,1.434199,4.284431
200901,825.88,28.0097,12.2067,-0.082615,-0.084039,0.0505,0.0814,0.0394,-0.1124,-0.0949,0.0013,0,0.033915,0.03101,0.01478,2.29462,0.389393,0.0381,0.0309,0.0175,0.004352,,-0.025058,0.011971,,,,,93.488319,0.015097,70.822,,-2.07356,,,-0.052422,0.063185,,,0.034098,-0.153249,-0.038881,0.418104,0.38832,0.612708,0.564852,-4.239355,0.068779,0.167191,,,-2.68188,,0.597145,1.144993,3.65591
200902,735.09,27.6323,9.5333,-0.103588,-0.107402,0.0527,0.0808,0.0401,-0.0056,-0.0308,0.003,0.0001,0.03759,0.033458,0.012969,2.898497,0.441103,0.0371,0.0281,-0.0252,0.004973,,-0.02493,0.009961,,,,,72.31369,0.014703,77.8161,,-1.795892,,,-0.059564,0.057992,,,-0.002421,-0.166567,-0.035536,0.433546,0.419112,0.540881,0.498635,-4.373494,0.046828,0.184942,,,-2.68188,,0.50693,1.148916,3.729614
200903,797.87,27.255,6.86,0.087634,0.084154,0.055,0.0842,0.0355,0.0641,-0.0018,0.0021,0.0002,0.03416,0.037077,0.008598,3.973032,0.446141,0.0334,0.0292,-0.0659,0.002432,,-0.037429,0.020364,,,,,83.31871,0.015555,31.003,,-2.093216,,,-0.076473,0.125028,,,0.013741,-0.1623,0.036288,0.452934,0.411071,0.582693,0.537181,-4.784048,0.051004,0.166137,,,-2.68188,,0.498336,1.218893,3.767478
